No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,주거래은행,계좌번호,신용등급
3252,이준영,여성,144.3,52.8,AB형,19920821,010-4026-3024,clam8k5axuug,gmail.com,불교,새마을금고,2-38868365389-7,3
3256,이훈영,남성,171.5,67.9,A형,19491003,010-2807-0721,abxb30,naver.com,천주교,한국씨티은행,000-912810-708,5
3260,박지훈,남성,176.9,68.9,AB형,19690208,010-9256-2011,ch3peksedvdi,daum.net,무교,NH농협,078-6836-947-75,7
3271,한희은,남성,175.0,62.8,O형,19630316,010-3423-7845,zn909279qdkr4,naver.com,불교,한국씨티은행,784-691723-740,7
3272,양지우,여성,162.5,51.5,A형,19650617,010-8079-7680,f7xl21odv,gmail.com,무교,하나은행,452-687533-23189,4
3273,이훈성,여성,159.2,57.9,B형,19530514,010-5583-0346,mkmo31z,yahoo.com,무교,기업은행,693-347131-33-736,1
3278,강현희,남성,172.1,67.0,O형,19630816,010-2466-2143,d2yh2bhav2ca,daum.net,불교,우리은행,2331-826-531654,3
3282,반지종,여성,155.0,50.3,B형,19930124,010-7445-1967,rgrmmsyhcp2,yahoo.com,불교,기업은행,781-145597-73-351,6
3286,양협상,여성,148.7,54.7,B형,19530302,010-4084-4801,ergzzdlho,daum.net,무교,기업은행,250-312205-27-362,6
3289,김은우,남성,169.9,69.6,A형,19480517,010-9917-9142,gigm9nqapeg,gmail.com,무교,하나은행,858-079125-39437,5
3294,이진훈,여성,151.7,57.2,O형,19701122,010-3190-6237,b8djdjg5u,gmail.com,무교,국민은행,021378-68-325619,2
3298,박훈지,남성,168.6,69.6,A형,19911114,010-5918-0449,h2q54p4mebn5,naver.com,불교,새마을금고,3-81425479812-9,7
3309,천희지,남성,169.4,63.7,B형,19710306,010-7517-9586,b3t5hgadu,yahoo.com,무교,NH농협,664-8997-594-41,1
3311,박지석,여성,159.5,56.1,O형,19891128,010-1295-3315,oez9ufc8u42,naver.com,무교,기업은행,986-200136-08-704,8
3312,서협준,여성,156.7,59.0,B형,19840601,010-6941-8714,ebgrcoslyqdfo,daum.net,무교,새마을금고,8-56394278610-2,2
3317,이정지,남성,170.2,65.3,O형,19750427,010-9562-7552,ld9saedz,yahoo.com,무교,한국씨티은행,614-146944-598,6
3319,김희택,여성,163.6,52.3,B형,19560229,010-8986-9307,z0357te14,yahoo.com,불교,NH농협,669-3490-398-59,3
3320,용은석,남성,171.1,68.3,A형,19550203,010-0657-7004,mdpfd8,daum.net,불교,수협중앙회,5153-6907-3163,4
3325,박정지,여성,163.0,55.9,B형,19600831,010-9250-6745,pt8vntdq7cq22,gmail.com,불교,새마을금고,6-08031550448-7,1
3327,윤은희,남성,167.0,68.6,B형,19891023,010-2935-2573,jwqz1sip2j,daum.net,무교,새마을금고,3-56483348094-1,1
3331,송상남,남성,167.1,61.1,O형,19670130,010-4337-6223,ec5vci4dsjx,yahoo.com,기독교,한국씨티은행,791-695966-596,7
3337,맹우남,여성,159.1,58.7,O형,19510402,010-5984-0245,peo5y2,yahoo.com,불교,국민은행,636031-49-748208,3
3347,진택덕,여성,157.6,57.0,A형,19840915,010-8939-3201,tl2c9ynsn4kc,yahoo.com,불교,국민은행,113774-64-129890,1
3349,최희준,여성,144.7,49.1,B형,19640104,010-9643-7279,fm9wtr6q4ql1t,daum.net,기독교,기업은행,422-465473-77-403,1
3350,정성준,남성,173.1,70.5,AB형,19730527,010-6402-9748,jev2c0h,gmail.com,천주교,우리은행,9633-382-899815,5
3356,마용희,남성,175.6,65.7,A형,19960906,010-7249-1456,gg2ix53sh,yahoo.com,무교,스탠다드(제일),128-07-313602,6
3359,허용훈,남성,167.2,72.6,A형,19740122,010-7951-1275,clf7yjt78e6fh,yahoo.com,무교,우리은행,9930-673-382706,7
3360,이희지,여성,162.7,55.6,A형,19740414,010-4397-7190,zenpqsda0ivu,daum.net,기독교,NH농협,465-1561-326-66,9
3362,이협진,여성,159.6,61.6,A형,19770622,010-1449-4162,z0d514dp52s6,daum.net,불교,하나은행,587-424175-75418,1
3369,허준희,여성,156.5,59.2,O형,19490406,010-2937-6522,lhes0qavsy,naver.com,무교,새마을금고,7-91419651721-7,2
3370,조은덕,여성,150.5,58.6,A형,19531212,010-9953-6818,fqbv87ap2sa4p,daum.net,무교,스탠다드(제일),686-60-469210,9
3373,정지은,남성,172.9,60.7,AB형,19671203,010-9884-3313,n79dm8wc,daum.net,불교,우리은행,9020-887-489297,1
3377,민서남,여성,158.8,58.3,O형,19680923,010-2330-8086,t7jzecd28,daum.net,불교,우리은행,7779-534-342947,5
3378,박준지,남성,164.1,65.0,A형,19780418,010-5982-1915,z7532dm5n6wiu,gmail.com,천주교,한국씨티은행,247-764519-911,9
3379,김성준,남성,168.2,63.1,A형,19811105,010-2739-2023,be12t9gv254a,daum.net,불교,우리은행,6701-499-869141,7
3380,문훈영,남성,166.0,59.3,B형,19930426,010-2709-5887,f4we20u8r4,daum.net,기독교,국민은행,333525-52-590804,5
3382,임준지,남성,168.0,64.5,A형,19771124,010-1400-8133,flfuzp,daum.net,무교,새마을금고,5-85385683206-4,3
3388,오협택,남성,167.6,70.3,A형,19650708,010-6243-5041,rm28tf07,gmail.com,기독교,새마을금고,6-44164956246-6,1
3391,김성협,남성,169.0,65.6,A형,19920606,010-1328-1770,m29l6libe5j,daum.net,무교,한국씨티은행,642-328403-139,7
3392,윤우훈,남성,171.9,69.0,A형,19631127,010-5019-6864,wsv2f45ii,naver.com,무교,외환은행,896-218957-641,3
3398,김상남,남성,173.8,64.3,O형,19930621,010-3962-5557,l8a0m7uvi22ml,gmail.com,불교,수협중앙회,3569-5328-6080,5
3399,한상용,남성,169.6,63.9,O형,19780408,010-6426-1750,z7owoz2,daum.net,무교,하나은행,367-961590-14885,5
3400,한진영,남성,171.4,66.6,O형,19510126,010-4537-7422,jgr1pmfc,gmail.com,기독교,국민은행,932536-68-694117,2
3404,이정준,여성,151.3,53.6,O형,19520220,010-7489-4111,ajsxsrd,daum.net,기독교,신한은행,139-903-226722,4
3431,정진정,여성,162.1,54.0,O형,19460313,010-1718-9251,hsiasd4uctgt,yahoo.com,무교,한국씨티은행,418-115788-024,2
3433,김희정,남성,168.2,69.2,B형,19671207,010-9675-9089,kc2z73zjzy,daum.net,기독교,하나은행,939-261155-67316,5
3434,정현종,여성,150.3,58.4,A형,19691103,010-5933-2692,hki8pnt20v9v,daum.net,불교,스탠다드(제일),391-72-024619,1
3435,김훈지,여성,160.9,55.4,A형,19520822,010-5182-9841,zwmggp8on,gmail.com,기독교,스탠다드(제일),315-57-392047,3
3440,김지협,여성,157.6,54.7,B형,19801008,010-7840-9952,fjqfc651,yahoo.com,무교,수협중앙회,4260-5725-5533,4
3441,구영희,남성,164.2,71.4,O형,19591021,010-2755-3274,f6nqpe,naver.com,기독교,스탠다드(제일),897-63-880133,6
3450,박석협,여성,154.3,54.3,B형,19910110,010-6848-7020,m9pm3m,yahoo.com,불교,국민은행,041859-76-940122,2
3452,권영정,여성,156.3,58.1,O형,19510323,010-8467-9232,rzmhfpwelc,gmail.com,기독교,새마을금고,0-15399399367-1,4
3457,김준상,남성,170.0,66.1,O형,19470314,010-1029-3077,evtq2r0hg2gg,gmail.com,무교,NH농협,635-9183-330-01,7
3459,계성희,여성,158.8,49.2,A형,19560501,010-6110-7970,rm9br6t,yahoo.com,무교,우리은행,4605-914-583723,6
3460,조석은,남성,173.5,66.3,AB형,19511027,010-1921-2404,sq4qx5l6vx2x,daum.net,불교,국민은행,752268-75-118085,1
3462,이우준,남성,173.9,61.9,AB형,19820714,010-5374-2247,hasy6s2h2r,yahoo.com,무교,신한은행,133-940-758358,2
3465,심상정,여성,163.7,51.6,AB형,19520715,010-5011-3270,jj15nrxm09k61,gmail.com,기독교,스탠다드(제일),828-61-363897,3
3471,이지서,여성,154.6,60.0,A형,19600921,010-0804-2708,n4nvfr2yg,daum.net,기독교,수협중앙회,5147-2723-6624,8
3481,이은준,남성,175.9,65.8,A형,19830124,010-2027-4981,ujbxgg2,naver.com,천주교,수협중앙회,6912-9528-9463,4
3482,이우준,여성,155.3,51.1,O형,19461004,010-3576-7932,eenj9zicu,yahoo.com,기독교,수협중앙회,3538-4710-0914,5
3484,이용훈,남성,164.1,73.0,A형,19590915,010-4355-1770,xphjl9oh,gmail.com,불교,기업은행,386-215148-08-437,7
3487,심택상,여성,159.0,52.1,A형,19770515,010-2721-6031,d2m4sthwx3z,naver.com,무교,수협중앙회,5834-8194-3404,6
3490,지희현,남성,172.9,66.9,B형,19891028,010-6827-9259,jxhqnicdlpx,gmail.com,무교,외환은행,075-937377-019,6
3497,전상서,남성,170.7,65.8,B형,19810102,010-8330-3918,x7qik9itl6jz,gmail.com,기독교,수협중앙회,9539-2990-5561,3
3500,이지현,남성,172.5,64.4,A형,19500618,010-9593-7275,phj67d35km,daum.net,기독교,하나은행,048-945315-13655,4
3506,최덕희,남성,163.9,67.0,O형,19750625,010-9330-8393,zv3ixry49bv,daum.net,무교,한국씨티은행,442-643643-513,3
3509,정남상,남성,172.4,66.3,B형,19790807,010-5513-7825,fxbf2o4jj8wp0,daum.net,불교,외환은행,893-816618-644,3
3515,김우상,남성,174.7,66.7,O형,19820215,010-9195-1916,y6ew1nk,yahoo.com,무교,신한은행,139-710-697779,6
3519,나우서,여성,154.0,54.9,B형,19601008,010-4706-7299,thm1o8e9,yahoo.com,불교,한국씨티은행,305-159284-408,3
3524,황서훈,여성,162.9,49.6,A형,19570225,010-6596-9693,a3xt6dl4k,gmail.com,무교,우리은행,9074-246-187100,2
3536,김정영,여성,152.3,51.8,A형,19570326,010-0358-0195,q4s84s,naver.com,무교,스탠다드(제일),023-39-848712,9
3537,김남지,남성,167.1,57.5,A형,19881001,010-7014-6021,tkl0xgucw0,yahoo.com,기독교,한국씨티은행,447-813273-150,7
3542,김정용,여성,159.2,49.4,A형,19590503,010-9421-6100,r1p63w,yahoo.com,기독교,스탠다드(제일),739-45-992640,1
3545,마훈진,남성,173.3,69.5,A형,19761101,010-6215-0142,e99j8kxe7bmwp,daum.net,불교,우리은행,3057-573-255763,3
3558,정택상,여성,160.5,54.9,B형,19710510,010-8052-0637,z8279rk57dkm8,naver.com,기독교,우리은행,9642-416-172206,5
3560,정영서,남성,172.4,67.3,AB형,19820810,010-3181-0773,xqhhzleh3d,yahoo.com,기독교,한국씨티은행,451-423998-384,6
3564,강현지,여성,162.3,59.9,A형,19841015,010-4090-0219,ovgxyr09q,daum.net,기독교,국민은행,335791-02-658018,7
3580,구용준,여성,158.5,49.9,A형,19891006,010-7891-3618,o26nfnd,naver.com,무교,국민은행,898732-36-548543,4
3581,조덕우,남성,170.6,67.1,B형,19940228,010-7004-6864,gojsbc,yahoo.com,기독교,새마을금고,9-24635183657-8,9
3585,조현우,남성,161.6,71.4,B형,19760201,010-1618-4175,j85zg3mbnydlh,gmail.com,불교,기업은행,949-268519-22-136,3
3595,전남석,남성,175.0,59.1,A형,19540829,010-0350-3152,fln01cykf,daum.net,무교,우리은행,8887-579-944332,6
3596,장종준,남성,173.2,70.1,B형,19620505,010-6661-8106,s2zlvashjobz,gmail.com,기독교,외환은행,821-333027-314,4
3599,주준종,여성,155.7,45.8,AB형,19640821,010-3779-1063,iecp8k1m7f,daum.net,무교,신한은행,576-173-403512,5
3603,최준희,남성,167.7,68.9,B형,19460316,010-7090-1495,x99xwgglxt,naver.com,불교,기업은행,187-218347-76-050,9
3604,정정훈,남성,160.9,68.4,A형,19640627,010-7824-1030,hg8sw0cs,naver.com,무교,외환은행,409-157907-065,4
3612,이지훈,여성,156.5,54.6,B형,19821010,010-6161-0328,go9zirmoh,naver.com,불교,외환은행,455-741976-623,7
3614,김종희,남성,186.4,66.9,A형,19740701,010-2228-8888,m8t0m7wv2c,daum.net,천주교,국민은행,213162-75-696356,3
3620,이훈종,여성,151.3,54.7,A형,19840518,010-8919-8288,g6kdf6i3fkqnp,yahoo.com,무교,우리은행,8238-793-810802,6
3623,정성협,남성,181.6,69.6,O형,19640118,010-6884-3431,k3276g5,yahoo.com,기독교,스탠다드(제일),672-50-031416,3
3626,김준석,여성,151.5,52.8,AB형,19960810,010-3074-9527,hrihrk,naver.com,천주교,수협중앙회,8482-2395-4428,8
3627,안은종,여성,158.0,62.2,O형,19820511,010-0965-2978,r95zre,gmail.com,불교,수협중앙회,4863-8002-2913,2
3628,이진상,여성,150.8,59.7,O형,19610111,010-9854-1726,lmn36mbp3xn,yahoo.com,불교,수협중앙회,6402-4887-2084,3
3639,이현준,남성,162.9,67.6,O형,19751019,010-1305-1532,xqho67n9qy,daum.net,불교,기업은행,946-759913-46-559,9
3646,박영우,남성,157.0,65.1,A형,19691118,010-3912-4133,jagchw,naver.com,무교,한국씨티은행,487-721552-616,9
3650,정지현,여성,162.0,64.0,B형,19491130,010-2218-1840,gjingoi6y,gmail.com,무교,새마을금고,3-52836565229-6,2
3651,이성훈,남성,172.0,60.6,A형,19830919,010-0406-0522,e7cm8g24ggp,daum.net,기독교,스탠다드(제일),454-78-757094,3
3653,정석정,남성,171.7,57.4,O형,19590622,010-2648-5273,c0wzo6pt,gmail.com,천주교,국민은행,036894-21-761758,5
3658,조성택,여성,150.9,59.7,O형,19881108,010-2311-6521,l8tq62nym,gmail.com,불교,하나은행,221-967164-48770,2
3662,정석영,여성,154.8,53.3,A형,19641005,010-6314-3566,vuaxzeu4xvmk9,daum.net,무교,기업은행,732-389760-08-070,7
3664,최성석,여성,162.7,59.7,O형,19611208,010-7128-5645,lxyvpl34y,daum.net,기독교,우리은행,0737-515-999001,2
3670,이은남,여성,159.8,54.3,B형,19560409,010-5858-8528,c73usw7fu5ys,gmail.com,무교,외환은행,497-767371-446,8
3679,김준훈,남성,168.5,63.8,O형,19960401,010-2836-9709,tmvg3uv,naver.com,무교,신한은행,685-167-438607,5
3681,김영준,남성,161.0,69.4,O형,19460327,010-8424-3822,u6eqsfuh60rb,daum.net,기독교,외환은행,008-140586-517,5
3684,김석훈,여성,158.4,57.5,A형,19620524,010-1281-3631,vmh8fn,yahoo.com,기독교,NH농협,089-3235-646-19,2
3689,박종은,남성,163.9,69.4,O형,19871004,010-7431-2930,i17ts2b7989,yahoo.com,천주교,신한은행,457-055-881025,8
3696,남상택,여성,157.9,52.7,O형,19951119,010-1288-7984,qihlvu4m2wy,naver.com,불교,국민은행,036992-89-870704,3
3701,전희정,남성,167.7,64.0,A형,19510612,010-6571-2820,plw0xybmxnau9,naver.com,무교,NH농협,452-8962-440-70,6
3704,이택정,남성,160.7,57.9,A형,19601019,010-1096-9617,hqf3rsy7,naver.com,무교,한국씨티은행,433-139064-465,3
3707,홍남서,남성,166.9,68.0,A형,19690108,010-3440-6086,fn6jsk,yahoo.com,불교,한국씨티은행,569-897134-195,3
3711,박훈현,여성,154.3,54.0,B형,19860624,010-4043-2384,bryeu7,daum.net,천주교,우리은행,7575-672-837060,3
3713,박서준,여성,164.2,52.7,B형,19720918,010-7734-9083,llbd48rnfw,yahoo.com,기독교,수협중앙회,2084-9882-1193,7
3715,강준서,남성,169.7,62.2,O형,19490912,010-9308-6039,dortl5j87fne,yahoo.com,불교,국민은행,372127-46-640798,6
3716,김상훈,남성,166.2,57.8,B형,19920309,010-6876-3799,dg61x34,yahoo.com,무교,수협중앙회,2349-0569-6632,1
3719,김남협,여성,154.0,58.2,O형,19660807,010-4685-0659,i9te8hb,naver.com,무교,국민은행,584135-82-479430,1
3721,임상훈,여성,154.7,49.7,A형,19540714,010-4679-4367,shxpgv7ken,daum.net,기독교,NH농협,175-6801-223-79,4
3723,김남용,남성,170.7,68.7,O형,19600730,010-4265-4176,d73jcvasha7,yahoo.com,무교,수협중앙회,9719-6254-0358,7
3724,박성석,여성,150.6,56.2,A형,19540918,010-8576-3782,d3g6g8ui,gmail.com,무교,외환은행,613-965532-033,6
3730,김현석,남성,167.2,66.9,O형,19830503,010-9796-3261,l7bh0dht,naver.com,무교,기업은행,876-284006-67-067,1
3733,전남훈,여성,152.5,51.7,A형,19820129,010-8261-4718,g5i0a8lip1u,daum.net,불교,NH농협,805-6917-492-68,8
3734,강종협,여성,154.1,60.4,A형,19800521,010-7765-1153,xqlsuu4bypri,naver.com,무교,신한은행,608-174-763897,9
3742,이현희,여성,153.6,63.2,A형,19510830,010-5675-7562,mh32psu9hchz,naver.com,무교,기업은행,610-357996-58-729,8
3747,허성용,남성,172.7,72.1,A형,19581103,010-0114-4657,eq8ng77wzk,naver.com,무교,하나은행,364-532103-63815,1
3749,김석용,남성,175.8,62.9,O형,19910815,010-8480-3309,acdfdhjulgi,yahoo.com,무교,외환은행,409-586996-531,1
3750,정준현,남성,167.6,70.0,B형,19461019,010-6526-9243,iuu7f3f8k0s,yahoo.com,무교,한국씨티은행,822-225908-662,2
3752,장지성,여성,159.8,62.8,A형,19630324,010-1909-0111,fydg3r9riq,yahoo.com,불교,NH농협,899-1335-503-68,1
3761,김은준,남성,159.3,66.5,A형,19910529,010-9874-1244,zil2sfliyz,naver.com,불교,하나은행,529-976148-83649,5
3766,김희협,여성,162.0,55.8,AB형,19550208,010-7850-0329,wvn52kojr,daum.net,무교,스탠다드(제일),020-05-411037,9
3768,임진훈,여성,155.1,57.5,A형,19810918,010-0714-7947,azth5err39n5,naver.com,무교,우리은행,8277-202-966792,9
3771,박석영,여성,153.2,46.9,A형,19540620,010-8212-5935,obtkd1gtuvg8j,gmail.com,무교,신한은행,215-570-578401,8
3774,고성정,남성,167.3,61.8,A형,19840426,010-0224-6582,ebt31xgxu2,gmail.com,무교,스탠다드(제일),701-69-969854,3
3780,강지서,여성,156.0,56.1,B형,19641119,010-5826-8605,ptkzybn0iun,yahoo.com,불교,기업은행,673-073602-57-929,6
3784,성상훈,남성,167.3,64.3,A형,19650324,010-3691-0887,uafiy7bqp0j,gmail.com,불교,기업은행,301-419967-64-966,7
3793,양은협,여성,158.8,57.8,O형,19580719,010-4496-0732,hg5furlpoi,daum.net,불교,외환은행,642-985390-448,2
3795,성협준,여성,148.8,54.6,O형,19801120,010-2937-0635,fxghrdjpirpl,naver.com,기독교,새마을금고,0-76215000004-2,3
3800,이훈택,남성,158.3,62.7,A형,19961120,010-5187-8102,copv2sda,gmail.com,무교,국민은행,073008-44-953235,1
3802,이종우,여성,154.8,62.7,O형,19691127,010-3851-6695,s3nttxk,daum.net,기독교,외환은행,757-086695-830,5
3803,이성용,남성,172.6,58.2,AB형,19701015,010-8047-5761,ch8es8uvd,naver.com,불교,국민은행,296955-86-767037,1
3804,이우남,여성,157.3,53.8,O형,19780521,010-0377-3049,gkg64b9,naver.com,무교,한국씨티은행,002-262960-378,2
3814,어덕성,여성,151.4,52.0,AB형,19541209,010-9370-9436,vmz0kgjb3,yahoo.com,기독교,신한은행,228-934-278876,7
3820,김남지,여성,151.5,60.4,B형,19780309,010-9999-9750,kuyprsgrh,daum.net,무교,한국씨티은행,255-528336-935,3
3828,황준성,여성,155.2,51.9,A형,19680416,010-9142-3703,brzyuh9pi9qcm,naver.com,기독교,NH농협,682-4181-264-49,3
3831,김희지,남성,170.0,64.7,O형,19460929,010-9841-6423,aa95k5k8a32,gmail.com,무교,한국씨티은행,516-961435-060,1
3834,손영덕,여성,151.0,56.3,A형,19960202,010-5334-6786,kf0kru,daum.net,불교,한국씨티은행,326-548360-584,2
3835,유종성,남성,173.4,71.9,A형,19590404,010-6809-6547,c2p7qg3rrgc,naver.com,무교,스탠다드(제일),886-50-472949,4
3836,조택서,여성,159.2,59.0,B형,19860823,010-2577-2266,mn6bsjdwvpy,yahoo.com,무교,우리은행,4331-667-038438,9
3841,유덕남,여성,154.3,48.5,A형,19680103,010-3637-1791,aa1pg8p,naver.com,무교,우리은행,1615-942-405203,2
3848,기영택,여성,148.7,58.7,O형,19890116,010-7054-6268,m78mlj,gmail.com,무교,하나은행,680-551834-42744,7
3849,강영석,남성,166.1,69.6,B형,19510215,010-3885-0394,p05apbgqx,yahoo.com,무교,외환은행,288-688887-537,2
3853,구은훈,여성,157.9,51.9,A형,19530428,010-7586-3424,o8t8980,naver.com,천주교,스탠다드(제일),794-91-919624,9
3854,오덕석,여성,153.4,52.8,O형,19640616,010-1101-4214,dehoqm0x3w,gmail.com,기독교,한국씨티은행,063-088139-611,7
3855,류희지,여성,161.5,48.1,B형,19810717,010-9635-9578,syjv27xi9rrca,naver.com,무교,새마을금고,1-57220999683-6,2
3857,문석협,여성,156.3,59.8,A형,19700111,010-0430-0886,daurmis36e,naver.com,무교,새마을금고,9-99640314441-0,1
3867,김종성,여성,156.7,51.7,O형,19580317,010-9009-5332,s5uyf3s7,naver.com,무교,신한은행,888-743-392911,7
3869,박종정,여성,148.3,55.1,O형,19580313,010-9874-9662,j3ff98c,daum.net,무교,한국씨티은행,955-785041-318,2
3871,정택훈,남성,172.3,70.4,A형,19810429,010-8160-7086,xldz96fnye31,gmail.com,무교,외환은행,006-431271-283,4
3872,이종남,여성,159.4,59.4,B형,19731114,010-1199-7425,folylsdy6iy4c,daum.net,무교,새마을금고,5-44958213252-0,7
3876,현희종,여성,156.9,48.0,O형,19680816,010-2791-3557,cf3hofaoe,daum.net,불교,외환은행,997-688042-309,9
3877,이훈지,남성,177.4,69.1,A형,19770204,010-3065-8739,whzd7a4jqoel,daum.net,무교,국민은행,027987-54-164029,5
3879,박준영,여성,152.1,54.5,A형,19470817,010-5861-1889,xny45dv,yahoo.com,무교,한국씨티은행,473-576033-601,4
3883,김지우,여성,159.0,50.6,A형,19870812,010-6233-6129,q63yz9j,naver.com,불교,국민은행,820117-36-416277,7
3889,이희영,남성,176.5,64.9,A형,19480322,010-9524-6077,rhyxyhxn,yahoo.com,무교,외환은행,511-652635-305,5
3891,황서덕,여성,156.7,49.3,O형,19571029,010-4889-6785,bpozo5h4yh,naver.com,무교,한국씨티은행,098-312848-794,8
3894,한덕훈,남성,170.7,66.5,B형,19880914,010-2150-3483,pag6y38j,naver.com,기독교,신한은행,556-640-627935,1
3898,박석영,남성,163.7,64.8,A형,19620729,010-5911-3147,jihzzvxh3g,yahoo.com,기독교,하나은행,805-061097-34336,5
