No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,IP,MAC
9485,최서종,여성,152.7,45.0,B형,19761215,010-8074-3805,hqtwdl3of,yahoo.com,불교,112.71.12.191,f3:d8:60:28:4e:c8
9489,장정훈,여성,153.6,55.5,O형,19551020,010-0845-0564,x6x06h9c6jaga,daum.net,불교,123.85.130.201,0e:9b:45:3d:8e:60
9490,박준희,여성,150.4,58.2,A형,19810102,010-3230-0931,oxeqt1wcvoble,daum.net,기독교,165.226.115.199,31:00:e4:82:33:1d
9497,이우서,여성,153.9,60.0,O형,19880703,010-3026-3960,xocgfn4sx1,gmail.com,무교,70.102.106.180,b7:85:5d:2c:c5:98
9499,어택석,남성,173.9,63.5,O형,19460531,010-0964-5260,x0ekby,daum.net,불교,139.224.113.236,8c:e0:6d:ba:d1:e7
9504,최훈우,여성,153.3,49.7,AB형,19640911,010-0445-3114,x52363cq5l,yahoo.com,기독교,194.105.122.85,1c:19:c1:0e:8d:ea
9508,남협성,남성,175.0,64.1,AB형,19801029,010-8852-4375,m9lgsa,yahoo.com,불교,115.16.103.71,cb:b5:1b:f6:0b:60
9509,이준석,여성,151.1,63.5,B형,19830526,010-4572-7175,d0vm9dnyasmt,naver.com,기독교,36.92.147.127,71:56:37:4c:75:4f
9511,김석지,여성,155.4,60.2,O형,19900912,010-2150-6794,xap44b3kxwrzt,naver.com,기독교,61.125.182.236,6c:7b:30:41:fe:ce
9514,박성훈,남성,167.5,66.6,O형,19570619,010-3365-0848,lsqkls60eisg1,daum.net,무교,148.170.77.206,fc:f6:9d:68:df:cc
9518,김서용,여성,158.2,60.2,B형,19740823,010-2399-6448,yjzx5jb,naver.com,무교,114.249.18.13,8f:b2:aa:ac:93:f9
9520,김훈은,여성,157.0,54.5,O형,19520222,010-3103-8452,te74tfe8xec8,yahoo.com,불교,114.153.126.231,5d:30:0a:95:16:60
9521,고훈현,남성,174.9,71.6,A형,19690727,010-6980-2439,ips6wsk,gmail.com,기독교,44.182.160.187,a9:82:45:07:77:58
9524,구진정,여성,144.9,48.6,A형,19800311,010-8942-0078,uo7cjs3,gmail.com,무교,123.185.89.187,af:86:96:bf:6c:2b
9537,박현영,남성,173.9,64.1,B형,19580520,010-3564-0549,hd47eos,daum.net,무교,136.121.97.77,79:f1:5b:d9:6d:60
9538,오우현,여성,150.9,58.5,B형,19581227,010-9197-5525,yip7qtshocjbp,daum.net,기독교,189.198.131.193,58:60:ae:ca:b2:22
9545,권상남,남성,171.8,68.4,A형,19630928,010-4766-4514,orr2fvf5svn39,naver.com,기독교,55.250.130.172,c9:f1:73:12:0f:47
9547,최은희,남성,173.7,70.2,B형,19570108,010-0500-8598,hc7aekdqsr6h1,yahoo.com,기독교,71.60.125.77,6e:7b:2d:ad:9b:51
9556,조진준,남성,169.9,65.4,O형,19531212,010-3888-2370,ugi80t,naver.com,무교,252.240.76.13,74:8b:a4:92:2a:51
9558,손협상,여성,159.4,54.6,AB형,19891003,010-3390-8254,bmesl91zy,daum.net,기독교,80.110.173.221,d4:b4:56:e4:be:1c
9577,배성택,남성,175.0,69.7,B형,19901013,010-9660-4284,n46rqxi44,gmail.com,불교,25.178.115.159,59:80:89:99:24:46
9580,김서희,여성,155.0,56.6,O형,19571015,010-9101-0768,vt6n6yvi42,yahoo.com,불교,108.77.232.203,82:c1:4c:e3:7a:d6
9586,이현지,여성,154.7,65.2,A형,19481224,010-8865-6802,uqxr8rebwha,gmail.com,불교,156.154.90.110,3d:4a:f7:b3:4b:75
9588,손덕종,남성,170.9,70.0,A형,19730807,010-0109-2792,r0cbdyi5oo7,daum.net,무교,176.151.105.222,02:6b:58:a6:fe:a8
9589,권상지,여성,167.2,52.3,O형,19830918,010-4723-2157,v4jdq2,daum.net,무교,172.218.174.206,b2:be:3d:82:87:27
9592,봉석훈,남성,176.3,74.8,A형,19720531,010-6273-3045,csl1oxhed,daum.net,기독교,239.201.74.119,3a:5a:27:30:de:42
9607,한은택,남성,171.5,69.6,A형,19541226,010-2241-4537,uricxy5ei5,daum.net,불교,145.117.33.31,5d:3d:65:c5:db:01
9610,이택덕,남성,171.0,62.0,B형,19460525,010-0678-0720,yl1yul,gmail.com,무교,90.223.130.39,02:8d:e3:de:ec:b0
9613,배덕우,여성,151.3,51.8,B형,19601208,010-5919-7520,y1q4e5ic,yahoo.com,불교,76.66.155.210,68:88:58:fa:da:a4
9617,송준지,남성,172.1,64.6,B형,19730603,010-5788-2855,wc2jas8oa0vt,naver.com,무교,117.20.30.64,04:58:f9:9f:fc:64
9622,김협훈,여성,156.5,54.5,B형,19900709,010-8717-3022,eq104bf,naver.com,기독교,77.240.253.93,63:90:d9:ea:1e:39
9624,박현정,남성,172.9,58.4,B형,19910327,010-4379-9943,eeqvnu8i3puj,gmail.com,무교,221.206.10.182,c6:17:59:17:db:02
9629,왕우준,남성,169.6,64.0,O형,19591022,010-7323-4029,g3viehvl,yahoo.com,기독교,194.64.193.123,2f:29:00:da:d4:e3
9630,박훈종,남성,170.2,60.1,O형,19710704,010-0175-1136,t0v2a2x12bk,daum.net,기독교,49.154.134.24,be:ca:ac:1b:69:76
9633,양진덕,여성,156.7,52.4,O형,19861221,010-1673-5142,gn8spd59b2etg,daum.net,무교,11.155.235.197,eb:39:11:ea:1d:1f
9634,장석덕,여성,153.4,55.9,B형,19830504,010-0942-2137,sqa2rdo5b,yahoo.com,무교,44.185.236.187,73:c5:ec:7d:7c:30
9635,조덕종,여성,157.2,54.9,O형,19601224,010-5010-8525,af39dk,yahoo.com,무교,129.157.193.198,15:82:b1:49:c5:65
9640,이택영,여성,163.3,52.8,O형,19800518,010-2114-3318,lutwa4scgx,naver.com,무교,245.183.112.105,2b:a7:5b:97:7e:c5
9641,김훈성,남성,166.3,69.0,O형,19620201,010-1862-2625,ja8b5n2mk9ed2,gmail.com,무교,151.28.254.49,42:e6:04:dd:9c:69
9643,심준종,여성,156.8,55.4,AB형,19620628,010-8578-2514,qtcs58mm,gmail.com,무교,134.54.157.137,80:4d:04:a6:a0:27
9644,류성협,남성,171.5,69.2,B형,19750626,010-7594-9559,blw2dojf5nmxa,yahoo.com,무교,126.49.47.93,ef:f8:81:45:d6:eb
9650,심준택,여성,148.6,53.3,A형,19881229,010-3117-2480,p13jwvpqdflo,gmail.com,불교,87.64.230.153,d1:61:94:1d:f3:f9
9655,김지은,남성,175.4,67.1,A형,19741117,010-8685-0821,grex7la,yahoo.com,기독교,186.177.136.168,dc:84:5a:dc:a4:1a
9657,남성현,남성,167.5,66.1,B형,19750808,010-6503-8106,zu8bio4wgs,daum.net,무교,230.164.10.246,cc:06:71:7d:06:de
9659,권택은,남성,174.8,61.0,O형,19670518,010-2215-5130,udvdp95pse,gmail.com,무교,42.215.95.77,9f:fa:f3:af:76:2f
9662,김협용,여성,163.2,59.0,A형,19810402,010-7372-9722,uzv9bszx3q,naver.com,무교,122.168.183.189,29:2c:a8:fc:2a:0b
9670,김지준,여성,159.1,59.8,AB형,19530123,010-3590-2393,qzax9ztn6rk3c,gmail.com,무교,180.76.240.121,90:65:7e:07:06:4c
9671,진택훈,남성,167.7,69.6,A형,19480720,010-0030-5570,hdkuayx53fv,naver.com,무교,53.157.10.232,04:24:66:8c:fd:fc
9673,이종현,남성,167.0,62.1,B형,19541023,010-6467-1968,nwhxb98,daum.net,불교,36.225.228.73,b1:cc:f8:c0:0c:1e
9678,조훈성,여성,151.3,55.5,O형,19660624,010-9629-3873,ragevmwsxxfa,gmail.com,무교,242.64.20.218,b0:d7:48:ff:02:17
9682,나우준,여성,160.0,60.5,O형,19910527,010-9158-8678,x3vaiw,daum.net,무교,15.52.185.53,37:d7:cc:dc:6c:11
9683,여서준,남성,173.0,70.1,B형,19720821,010-1440-9098,nevoq2,yahoo.com,불교,112.115.158.138,14:4c:43:92:92:4c
9685,박지정,여성,156.7,50.1,O형,19670422,010-7614-9332,xc7seqz7yh20,gmail.com,무교,27.247.137.96,5b:61:11:0e:9f:4d
9696,맹은준,남성,164.9,67.1,O형,19721216,010-3444-4209,vroqcp0,naver.com,천주교,199.236.122.71,5a:06:d9:29:62:7a
9700,박진정,여성,153.4,56.4,A형,19490424,010-2524-8093,nbswiorfnpeo,naver.com,불교,63.116.4.209,d7:5a:2f:49:95:43
9704,김용상,여성,152.8,52.5,A형,19871202,010-1429-0227,el1ze5,daum.net,무교,20.224.141.119,9a:b2:04:cb:13:b8
9708,이우협,여성,152.1,54.9,B형,19730127,010-5103-4082,anmirc7nt4m,naver.com,불교,235.210.59.49,93:4f:73:a5:e7:c6
9712,표덕준,남성,173.3,68.1,O형,19740531,010-3940-8693,ht8idreak,naver.com,기독교,185.197.120.21,0d:53:48:ae:12:80
9721,최상진,여성,165.1,56.8,A형,19571012,010-2992-0196,xmnc2hac5nkxi,daum.net,불교,227.166.234.113,98:c4:06:f4:ab:f8
9724,이석정,남성,179.1,68.7,O형,19900121,010-6622-7489,cuxkezv,yahoo.com,무교,182.150.25.184,57:5a:9b:d5:ea:de
9726,최훈준,남성,170.2,67.4,A형,19951027,010-6902-3943,b9pt82jbi6ib,gmail.com,불교,137.40.202.27,cc:fc:c0:33:f0:32
9727,김은덕,남성,175.4,71.0,A형,19571011,010-5311-2870,pumfbys2wpfg5,daum.net,불교,218.113.52.180,4e:ae:85:3e:5a:f2
9733,탁지성,남성,171.5,64.3,O형,19930325,010-1684-5621,g94s00it,daum.net,기독교,132.109.206.100,e0:36:99:3a:81:da
9735,김종성,남성,172.7,60.1,A형,19570502,010-2085-9993,lyh9jbi8,yahoo.com,기독교,156.195.205.126,42:0f:80:9c:a6:d3
9737,김훈현,남성,178.3,55.5,A형,19530331,010-4609-9712,mcpb83bnr,gmail.com,기독교,71.76.201.90,db:ad:e2:43:a3:fe
9746,강은지,여성,158.1,52.8,A형,19621107,010-0067-9238,kk5ez32pex,naver.com,무교,34.226.65.76,29:91:f9:d4:97:ec
9749,주현준,여성,157.1,54.8,AB형,19540120,010-3860-4513,vkgke9,gmail.com,무교,123.178.239.254,77:53:a6:9e:6c:b9
9754,최정훈,남성,178.2,68.1,A형,19870919,010-1210-0632,lx3ww891gbwk4,daum.net,기독교,10.27.155.154,b9:2e:52:89:35:9e
9757,강희종,남성,159.8,59.2,B형,19620505,010-3759-5031,x0agi0,gmail.com,무교,228.99.149.208,54:65:30:8c:43:db
9765,송훈정,여성,146.4,54.7,O형,19810729,010-9063-4860,mtfkwyoh,yahoo.com,기독교,157.44.209.11,79:61:24:40:65:4a
9767,박서성,여성,153.2,50.8,A형,19640510,010-4522-3146,of02rf2ibp,gmail.com,무교,32.199.68.175,d2:bd:5e:2e:a8:4d
9773,전성정,남성,168.0,62.4,O형,19730215,010-0866-8398,nif380,daum.net,무교,249.166.109.95,ed:3f:23:60:d0:75
9774,권지우,남성,172.3,58.8,A형,19570117,010-1005-7285,frvrl1cvwms,naver.com,무교,229.149.197.76,48:6d:69:72:bf:26
9776,이서석,남성,176.4,71.9,O형,19920722,010-4189-3398,ehfoezwhux,yahoo.com,불교,207.130.145.155,b9:93:5a:58:00:ec
9779,윤서지,여성,159.6,54.8,A형,19790626,010-9781-8390,uv3coe5y1,yahoo.com,불교,102.157.33.72,2d:e1:36:08:03:08
9784,박종협,여성,157.2,56.5,A형,19560614,010-3741-8219,tibvj2e9,daum.net,불교,192.14.62.177,69:73:2a:95:8a:33
9788,김남성,여성,152.4,55.9,O형,19480830,010-0194-2980,ncm7gycgs3,gmail.com,기독교,138.215.62.253,63:3f:79:3d:cc:88
9791,정은협,여성,156.2,54.6,O형,19920820,010-4832-4967,n16vz8,gmail.com,기독교,120.152.5.42,96:20:cc:02:ec:17
9794,김서정,여성,154.3,59.1,O형,19960817,010-2341-3657,w1q590q5da,yahoo.com,무교,58.43.195.84,f9:15:9c:56:b4:a8
9798,최종준,여성,154.8,54.6,B형,19850802,010-0299-7869,cmdxqwsrmy0e6,gmail.com,무교,74.155.17.132,50:32:1f:74:51:40
9803,강현준,남성,171.5,73.8,AB형,19780903,010-6000-6415,kahb1reiq,yahoo.com,무교,126.237.69.209,24:c0:07:0c:1d:aa
9804,이상현,남성,166.8,65.4,B형,19910211,010-7556-7045,pm9n1ae4v1vz,yahoo.com,불교,168.70.200.211,d6:6b:f0:da:51:af
9817,정준희,남성,174.1,68.0,A형,19711127,010-0294-6725,k6dauvmnj3ep7,gmail.com,무교,118.168.224.73,71:45:26:f7:64:bf
9819,전지진,여성,158.9,56.1,A형,19481218,010-5483-7168,j93bgkw8j,yahoo.com,무교,50.109.249.24,b1:30:f3:39:0c:bd
9820,장서용,남성,160.8,64.5,O형,19680131,010-3776-1530,fsatk4690,yahoo.com,기독교,121.163.71.91,23:c7:82:33:83:14
9821,반지현,여성,152.3,52.6,A형,19641019,010-7483-1034,j4q2blvhdunf,yahoo.com,무교,76.114.65.236,25:5d:56:76:67:91
9828,최희협,여성,154.1,53.8,B형,19680906,010-3463-6297,dh3gxwqi,daum.net,무교,175.71.99.226,84:0e:ed:75:31:07
9829,김우은,여성,153.4,53.2,B형,19520305,010-5100-3251,sqp7xht3kzi3a,daum.net,천주교,29.47.8.71,b2:09:bb:03:2e:f0
9831,강진영,남성,166.8,65.8,A형,19460601,010-6454-8006,e8ajnl6uqtp,yahoo.com,기독교,171.210.140.176,b5:1a:48:53:20:53
9836,이정준,여성,156.0,53.2,A형,19470930,010-9271-2994,qkrstdmuxg,daum.net,무교,167.243.69.52,ac:0e:e2:29:eb:90
9841,정협훈,여성,157.0,57.3,AB형,19901010,010-8337-0321,h8s90n,yahoo.com,불교,213.134.55.211,38:24:3e:ab:1f:e2
9842,김준현,남성,162.8,62.3,A형,19851221,010-7211-5179,z58r7up4,naver.com,기독교,67.4.240.58,ba:e3:71:52:3d:34
9844,김희택,여성,158.9,54.0,O형,19901103,010-5353-2009,yzswjtqj7a3q,daum.net,기독교,159.221.158.132,97:c2:93:48:ad:2e
9848,김지정,여성,161.1,58.1,O형,19771101,010-2833-5712,gmt5vhk5rsopl,yahoo.com,무교,9.37.145.243,22:e9:ae:1e:fe:c6
9850,양지희,여성,146.2,56.3,O형,19720219,010-6939-8160,s0856bb5,yahoo.com,불교,135.122.129.20,dc:4b:f5:07:a5:7a
9851,장현남,남성,168.4,67.6,A형,19650119,010-5080-6742,k6aj0w,daum.net,무교,186.110.41.181,c1:cd:c7:62:46:84
9853,이남덕,남성,179.1,65.9,B형,19510413,010-4252-8708,fxlkz51gmge,naver.com,무교,42.104.112.32,5b:7e:2c:19:0f:0f
9855,송덕상,남성,179.9,62.7,AB형,19670927,010-7708-7689,lakvkoaf,yahoo.com,무교,96.252.20.90,d3:b0:4b:b1:96:12
9857,엄택지,남성,178.7,70.5,A형,19560214,010-2485-7998,rxdolg,daum.net,불교,184.180.159.191,aa:85:4b:53:42:24
9861,김우은,여성,152.6,57.0,A형,19860424,010-2728-7402,vnvlke5bdo2,naver.com,천주교,215.205.105.135,08:21:1a:b0:a4:cd
9862,김우지,남성,162.3,64.0,B형,19520128,010-3049-2645,s738j103adi,gmail.com,기독교,65.232.188.123,85:fd:c3:7a:02:e2
9863,유협지,남성,167.0,61.8,A형,19690214,010-5419-4212,ligmg3rlazxx5,gmail.com,불교,114.33.106.82,9f:b6:b6:fe:26:13
9867,김지훈,여성,143.7,56.1,O형,19570417,010-0933-9290,lg8slz9q5,yahoo.com,기독교,84.165.132.167,85:5b:df:e9:d6:7d
9869,홍현준,남성,164.1,69.5,A형,19691203,010-7896-3830,huxgv2qq,gmail.com,무교,161.182.144.132,f0:aa:31:69:78:ab
9873,김용훈,남성,172.7,71.4,A형,19570520,010-4952-8229,ukgl1q2dhucf,naver.com,기독교,20.16.111.144,2f:47:7b:95:c8:c7
9876,박은진,여성,160.1,58.5,O형,19920805,010-8514-1709,jw18syuzvtt,naver.com,불교,52.177.206.208,ab:82:38:1a:b9:6f
9882,오희은,여성,161.0,38.2,O형,19501122,010-6328-6020,xqnrvth87,naver.com,불교,27.189.31.156,56:09:91:ff:50:66
9885,박우종,남성,173.5,68.5,AB형,19560621,010-1054-8940,vuho6saon0lk,gmail.com,무교,225.210.195.23,3d:1a:90:17:a6:b0
9892,송영희,여성,159.3,52.1,O형,19870718,010-7812-2822,i2a7dxqb,daum.net,불교,17.160.161.80,e1:bf:a6:78:23:fb
9906,윤성덕,여성,158.7,55.3,B형,19761226,010-7953-1909,n5jjr3ztown7,yahoo.com,불교,113.245.24.118,d4:b2:89:09:39:65
9910,권진택,여성,157.7,53.1,A형,19500914,010-3565-1232,zww6w2g7,yahoo.com,무교,92.65.143.67,fb:5c:16:d8:82:09
9922,김훈지,남성,165.7,62.0,O형,19580120,010-9661-6720,jneciviwsj,gmail.com,불교,132.216.230.58,c1:4a:bf:cb:a4:ad
9927,심준은,남성,170.2,61.7,B형,19960309,010-9805-3716,g3lo0sz2e86e,daum.net,무교,121.248.130.63,a9:e8:e6:cb:91:48
9932,조은준,여성,158.4,52.0,O형,19670910,010-4409-3617,d6t5fds5,gmail.com,불교,240.167.222.182,61:e4:65:6c:c5:9a
9933,윤우정,남성,171.2,66.1,A형,19590629,010-6350-9731,j7qlavn,gmail.com,기독교,23.38.24.120,96:47:d8:5f:55:16
9938,원지서,남성,170.2,65.4,A형,19860814,010-6002-2063,va0g8yqvnmbdo,naver.com,무교,42.129.105.59,f3:4f:4b:af:2c:b0
9939,김희덕,여성,160.4,54.8,B형,19861012,010-1461-3339,zs7p7o9yue40l,yahoo.com,무교,227.58.120.112,95:2f:dc:02:d2:69
9945,김상훈,남성,169.9,70.7,B형,19691102,010-4513-8893,smi1sxgvz77um,gmail.com,무교,171.218.48.97,9e:a9:d1:e8:82:6f
9946,천택덕,여성,147.7,52.7,B형,19820922,010-5016-3154,y4abjp6o,gmail.com,무교,201.136.245.191,87:e0:cb:9e:5e:b3
9951,오준지,여성,161.5,55.3,B형,19921024,010-9390-7030,kf6byjlkj,gmail.com,기독교,189.185.137.246,53:ab:94:29:d4:2f
9962,이훈지,남성,172.5,70.0,O형,19610927,010-3200-6516,u9x2kka011t,gmail.com,무교,205.26.135.52,76:d0:18:f1:5d:6d
9964,박지상,여성,159.9,63.2,O형,19630325,010-8617-2778,kgat9ehjmwux,daum.net,무교,189.38.233.212,70:24:0f:f4:18:49
9967,김성은,여성,152.0,53.5,O형,19610510,010-4638-7311,n8l07myfp27o,naver.com,불교,81.34.97.54,b4:ce:62:3d:52:e4
9970,김서택,남성,170.5,73.9,B형,19690104,010-0248-5026,pp9zuwmb18q,naver.com,불교,26.187.27.9,9c:1d:a9:ca:31:60
9976,윤현우,남성,165.2,57.1,B형,19640207,010-5611-5732,i9ckow,yahoo.com,무교,66.156.48.86,cf:5a:3f:ab:b9:3a
9981,이택서,남성,172.5,73.3,A형,19730605,010-6459-0375,c1gn9ent,daum.net,무교,255.95.199.155,b0:5e:32:33:76:fc
9985,차성희,여성,152.4,52.2,B형,19790808,010-7954-5728,ehs8zo68c,naver.com,무교,143.73.190.3,d9:ed:c4:1e:cb:a2
9990,김지우,여성,154.3,65.5,O형,19930715,010-2372-5304,f696tji,naver.com,무교,141.23.32.43,96:a5:b1:49:90:37
9992,황지상,여성,157.9,58.0,AB형,19620707,010-2749-1376,xogyrh2l,naver.com,불교,242.138.108.228,00:6c:fd:f4:67:72
10004,이준용,여성,155.7,49.4,A형,19701221,010-9696-4952,o47mju9a,naver.com,무교,190.148.167.223,f0:1f:ca:56:cd:b9
10012,윤상준,남성,175.4,62.3,A형,19630416,010-8971-6007,bvqsn63guig,yahoo.com,불교,61.103.118.139,94:87:01:73:52:62
10020,조석은,여성,156.4,64.0,A형,19630522,010-7419-0045,l8kpqrot,gmail.com,무교,197.103.83.77,29:f6:e3:50:65:2a
10022,김석협,남성,169.5,69.3,O형,19710915,010-3284-9871,wu65oumffkms,yahoo.com,천주교,50.114.203.60,cf:37:b0:ca:0b:b1
10023,송성우,여성,161.7,56.7,AB형,19600727,010-5480-4714,rjtqq37im,naver.com,무교,157.177.138.138,04:95:be:93:cf:6f
10030,최영종,여성,156.7,57.7,A형,19520827,010-2208-4899,qneyi5,naver.com,불교,18.81.105.61,b2:4c:16:1e:36:e6
10033,오협석,남성,175.8,69.7,A형,19740130,010-1018-6135,w2kicymbjb,yahoo.com,불교,67.154.119.200,d5:8f:6a:23:38:ef
10036,정준용,여성,160.2,52.4,O형,19661227,010-5241-0086,n3h25m,daum.net,무교,39.149.213.139,2d:24:09:05:94:ea
10037,정훈현,남성,167.1,65.9,B형,19501218,010-6317-8737,stopp2,yahoo.com,불교,203.165.180.12,ea:30:e8:49:c6:50
10042,이서용,남성,166.9,68.6,A형,19591119,010-3865-9528,v5kb9x2do,naver.com,무교,103.5.75.90,f1:e2:0c:98:b9:7b
10045,전덕희,남성,177.2,65.0,A형,19720521,010-5466-9455,enxiyi8rxa,yahoo.com,무교,226.237.61.231,04:7d:08:6b:cd:7e
10046,이서종,남성,163.6,64.5,AB형,19470630,010-5759-2819,ok22bft,naver.com,불교,37.29.251.151,c8:b3:fd:37:eb:1c
10052,채영남,남성,172.1,59.3,A형,19690716,010-0696-2475,t4p5b1b2m4w0,daum.net,무교,252.123.158.72,02:c8:e0:25:44:2b
10061,최영은,남성,165.3,65.7,A형,19890110,010-9221-6917,iukt554tydzpl,gmail.com,불교,15.66.224.210,4c:06:42:c8:54:6d
10062,이정우,여성,152.4,50.2,O형,19560517,010-6904-2600,tr5h4j,gmail.com,무교,30.63.25.158,d4:e4:9b:65:ae:2a
10066,권훈준,남성,172.8,61.9,O형,19950216,010-7233-1812,j2nyg18mu087,gmail.com,불교,225.150.2.117,e8:b7:c1:f0:9f:7c
10068,강지택,여성,152.1,56.5,A형,19800720,010-4357-6843,ssi8i9d47bck,naver.com,무교,157.250.46.111,86:cf:58:2a:cc:68
10071,임희지,남성,166.1,68.8,A형,19800812,010-5308-7177,snsghytilkk,yahoo.com,무교,214.102.153.247,01:bf:f4:09:d2:54
10074,권진준,남성,175.9,69.6,AB형,19710101,010-8767-4608,wp46wsc3odz01,naver.com,무교,82.176.40.139,92:fd:f3:0c:d4:2c
10078,박덕은,남성,171.5,69.4,B형,19890813,010-3570-6213,pjdjsp54m5d,gmail.com,기독교,216.7.1.185,6f:8c:88:a6:9e:2b
10079,이덕진,여성,149.2,52.2,O형,19950130,010-1976-1048,tzwxelb,yahoo.com,무교,228.177.38.148,28:fd:e0:8f:c8:97
10086,강지종,남성,167.8,73.4,B형,19480504,010-7654-9919,p0d95ndonr,yahoo.com,불교,225.7.128.73,d0:47:fc:22:7d:be
10089,박상지,남성,167.7,69.2,A형,19900907,010-0613-4168,mvb80rw,daum.net,무교,69.220.46.18,11:fc:5a:3d:9e:eb
10092,남덕남,여성,157.8,47.0,A형,19940911,010-2692-9226,z2xbb1vsmeos0,daum.net,무교,83.131.229.18,57:e4:bf:db:23:3d
10095,이덕지,남성,164.2,65.7,A형,19750116,010-8983-6811,ilrc2c7g4,daum.net,불교,161.149.213.223,c9:86:84:bb:b9:44
10100,이은지,남성,155.5,66.7,A형,19720819,010-8095-5737,z74x9x,gmail.com,무교,133.139.157.144,67:eb:78:22:a5:c2
10115,이희진,남성,170.0,68.7,A형,19750711,010-7836-8125,q5pvj0bl,daum.net,기독교,76.35.157.95,a5:af:af:94:2a:57
10119,최영석,남성,171.5,65.6,O형,19830722,010-4602-5873,srqsrpy2zvazi,naver.com,무교,20.186.30.19,60:a6:a6:9e:f2:73
10121,오상서,여성,150.0,50.6,O형,19471015,010-1936-8411,vjxhmmdr1mas,gmail.com,기독교,183.238.205.239,9f:a0:ba:64:3e:ad
10124,이서희,여성,158.9,58.3,B형,19930723,010-4658-6795,e6hwjmgvv,daum.net,기독교,245.44.206.93,f6:1a:47:7b:2b:a9
10125,이종현,남성,171.1,66.1,A형,19540720,010-8465-9829,bklfere2x1o,yahoo.com,기독교,212.160.96.10,e8:c5:8e:da:b6:78
10129,안지현,남성,163.0,61.9,A형,19600628,010-5584-0253,nxylnsrv,naver.com,불교,96.57.134.110,fc:40:79:18:a5:f0
10130,변지우,여성,160.2,60.9,A형,19660227,010-3935-0648,hv50gplkt93l,gmail.com,천주교,25.215.91.247,d9:b8:27:89:41:9b
10132,홍종지,여성,165.0,57.5,O형,19570616,010-9613-6323,bw0mvcl4pe3,gmail.com,무교,193.29.142.69,04:99:2e:59:6d:42
10136,문훈영,남성,170.6,67.9,A형,19461231,010-1618-0043,fe3hq5,gmail.com,무교,244.146.39.144,17:5f:84:75:e3:c3
10139,박남서,남성,166.1,69.0,AB형,19540328,010-0969-0161,tyly3gjtmv8,daum.net,불교,127.55.96.217,6d:cc:9a:65:88:f2
10140,정지정,여성,157.6,63.3,O형,19920317,010-8956-8865,cgqu9c2yxms6,naver.com,무교,41.246.185.175,ff:48:7d:f9:e2:c5
10142,소종택,여성,154.9,58.8,O형,19461218,010-6099-7191,ers7pwv,daum.net,무교,116.28.100.70,e6:48:1a:d1:3b:30
10143,정지진,남성,177.6,68.5,O형,19741025,010-6205-8243,u9bcrw43,yahoo.com,기독교,56.137.124.134,b6:ad:94:a4:7e:29
10149,정은지,남성,171.1,70.6,AB형,19841209,010-9583-4892,oa554v,gmail.com,무교,111.102.136.172,38:ab:50:40:71:49
10150,정정희,여성,154.5,51.1,O형,19650310,010-0065-5803,mjbohq2iw4c,naver.com,불교,190.178.33.205,56:31:1a:61:22:d5
10153,여성용,여성,153.0,61.6,B형,19931219,010-0775-2386,kda3nau5nw5,gmail.com,기독교,20.127.236.246,bb:c0:b4:92:de:a3
10155,이준남,여성,163.3,51.7,B형,19860916,010-0728-6483,tx92i4z75oa,gmail.com,불교,140.247.187.21,c8:1a:5f:42:57:ff
10156,김준용,남성,180.9,68.5,B형,19810409,010-8129-3165,cyg043njaup4,naver.com,기독교,235.144.42.216,d5:d7:cc:e3:07:f2
10157,신훈지,남성,167.8,61.8,B형,19910408,010-5080-9883,f7k373271tb,yahoo.com,무교,19.119.38.205,59:81:65:a0:c5:f1
10164,강남석,여성,153.5,53.4,B형,19890516,010-5602-4041,fckrjsvjcp,naver.com,기독교,58.161.87.149,d6:dd:aa:7f:6a:f4
10165,이석준,남성,162.7,66.2,A형,19510404,010-4873-9376,v3ilv97q7mg,naver.com,무교,113.177.55.89,54:b6:d5:4b:c0:1a
10169,임용진,남성,171.6,68.7,AB형,19481231,010-5767-1508,oc0pd9n,gmail.com,무교,208.122.84.171,c0:78:f7:cc:59:48
10180,김정협,여성,157.1,57.2,B형,19560717,010-3750-0119,rt9bs0a8pmrt5,daum.net,무교,43.253.46.110,ba:98:2d:84:e6:97
10181,손훈용,남성,173.9,65.5,AB형,19940722,010-7199-8809,q993uipu,yahoo.com,불교,153.189.144.92,f6:ec:70:7f:71:c2
10183,홍영택,여성,161.2,52.4,A형,19930829,010-8361-3177,y20tnm9o,gmail.com,불교,139.220.179.85,96:1f:5c:b1:28:40
10188,권남지,여성,163.7,54.0,O형,19580614,010-1877-6040,mxqwif51i,yahoo.com,무교,45.106.138.164,fb:c0:2b:20:e1:d5
10191,설준상,남성,167.9,65.0,A형,19760325,010-4897-6405,t270uwdb52t1y,daum.net,불교,57.221.226.190,bc:55:8c:06:e0:24
10194,최준남,여성,165.2,56.7,O형,19671213,010-7667-1112,zz6app4k,naver.com,무교,146.97.19.42,47:49:41:d4:61:36
10199,김희지,여성,155.8,53.2,A형,19481127,010-9499-5056,b0csnp,naver.com,무교,92.249.30.91,82:ba:c5:c3:b1:5c
