이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관
최**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1955-*****,*********,*************,gmail.com,무교
최**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1955-*****,*********,*************,daum.net,기독교
최**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1955-*****,*********,*************,yahoo.com,불교
황**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1955-*****,*********,*************,daum.net,무교
황**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1955-*****,*********,*************,naver.com,무교
황**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1955-*****,*********,*************,daum.net,불교
김**,여성,"[140.0, 150.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,gmail.com,무교
김**,여성,"[140.0, 150.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,naver.com,불교
김**,여성,"[140.0, 150.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,yahoo.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,yahoo.com,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,daum.net,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,yahoo.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,naver.com,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,gmail.com,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,gmail.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,gmail.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,gmail.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,naver.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,yahoo.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,naver.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,불교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,yahoo.com,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,daum.net,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,daum.net,기독교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,naver.com,무교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1956-*****,*********,*************,gmail.com,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,naver.com,불교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,gmail.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,gmail.com,무교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,yahoo.com,무교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,yahoo.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,yahoo.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,gmail.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,naver.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,yahoo.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",AB형,1956-*****,*********,*************,daum.net,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,gmail.com,불교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,daum.net,천주교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,gmail.com,무교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,gmail.com,기독교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,naver.com,불교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,naver.com,불교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,불교
박**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,yahoo.com,기독교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,yahoo.com,기독교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,naver.com,무교
박**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,천주교
박**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,naver.com,천주교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,naver.com,무교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,무교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,daum.net,무교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,daum.net,무교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,daum.net,무교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,naver.com,무교
신**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1956-*****,*********,*************,gmail.com,무교
신**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,yahoo.com,무교
신**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,daum.net,기독교
신**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,daum.net,불교
양**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,yahoo.com,불교
양**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,naver.com,기독교
양**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,daum.net,기독교
오**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,불교
오**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,yahoo.com,무교
오**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,naver.com,천주교
윤**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,naver.com,무교
윤**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,gmail.com,천주교
윤**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,gmail.com,무교
윤**,남성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,daum.net,천주교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,naver.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1956-*****,*********,*************,naver.com,불교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,불교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,불교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,naver.com,불교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,gmail.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,yahoo.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,naver.com,불교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,daum.net,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1956-*****,*********,*************,daum.net,기독교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,무교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,gmail.com,무교
이**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,gmail.com,무교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,gmail.com,무교
이**,여성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1956-*****,*********,*************,gmail.com,불교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,gmail.com,천주교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,daum.net,무교
이**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,daum.net,무교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,gmail.com,무교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,daum.net,무교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,기독교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,yahoo.com,무교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,기독교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,yahoo.com,무교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,daum.net,기독교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,daum.net,기독교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,yahoo.com,천주교
정**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,naver.com,무교
정**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,naver.com,무교
정**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,무교
정**,여성,"[160.0, 170.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,daum.net,무교
정**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,yahoo.com,무교
정**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,yahoo.com,무교
정**,남성,"[170.0, 180.0[","[41.2, 84.3[",AB형,1956-*****,*********,*************,gmail.com,무교
정**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,무교
정**,남성,"[170.0, 180.0[","[41.2, 84.3[",AB형,1956-*****,*********,*************,daum.net,천주교
정**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1956-*****,*********,*************,gmail.com,무교
정**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,무교
정**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,daum.net,기독교
최**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,yahoo.com,불교
최**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,naver.com,기독교
최**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,yahoo.com,무교
최**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,무교
최**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,naver.com,무교
최**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1956-*****,*********,*************,yahoo.com,불교
최**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1956-*****,*********,*************,naver.com,불교
김**,여성,"[140.0, 150.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,gmail.com,천주교
김**,여성,"[140.0, 150.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,naver.com,무교
김**,여성,"[140.0, 150.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,daum.net,무교
김**,여성,"[140.0, 150.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,gmail.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,gmail.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1957-*****,*********,*************,naver.com,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1957-*****,*********,*************,yahoo.com,불교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,daum.net,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,naver.com,천주교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,naver.com,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,naver.com,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,naver.com,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,naver.com,불교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,naver.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,gmail.com,기독교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,daum.net,불교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,naver.com,기독교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,daum.net,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,naver.com,불교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,daum.net,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,daum.net,기독교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,daum.net,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,gmail.com,기독교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,gmail.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,naver.com,천주교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,yahoo.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,daum.net,기독교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,daum.net,기독교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,yahoo.com,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,daum.net,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,yahoo.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,yahoo.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,yahoo.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,naver.com,천주교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,yahoo.com,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,gmail.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,daum.net,천주교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,yahoo.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,daum.net,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,yahoo.com,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,gmail.com,기독교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,naver.com,무교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,yahoo.com,무교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,yahoo.com,무교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,gmail.com,불교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,yahoo.com,무교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,naver.com,천주교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,naver.com,무교
박**,여성,"[160.0, 170.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,yahoo.com,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,naver.com,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,naver.com,천주교
박**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,gmail.com,천주교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,naver.com,기독교
박**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,naver.com,기독교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,naver.com,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,naver.com,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1957-*****,*********,*************,naver.com,불교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,gmail.com,불교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1957-*****,*********,*************,naver.com,무교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1957-*****,*********,*************,yahoo.com,불교
